MonthYear,Actor1CountryCode,Events
201601   ,LBN              ,20741
201601   ,GBR              ,178003
201706   ,LBN              ,15516
201706   ,URY              ,3709
201706   ,SWZ              ,448
201706   ,CMR              ,3679
201705   ,GHA              ,15260
201606   ,BOL              ,9088
201708   ,ASA              ,423
201606   ,VCT              ,900
201510   ,BRN              ,3472
201609   ,HRV              ,8604
201510   ,MUS              ,2903
201609   ,BEN              ,2105
201509   ,PHL              ,31017
201509   ,SVK              ,9859
201709   ,CHN              ,132745
201607   ,LSO              ,912
201612   ,MYS              ,20781
201512   ,                 ,4028714
201612   ,GRD              ,901
201612   ,AGO              ,3823
201512   ,BEL              ,26473
201805   ,BLZ              ,1972
201804   ,SEA              ,3970
201711   ,ARM              ,14317
201711   ,ASA              ,273
201710   ,BDI              ,2016
201711   ,RWA              ,4050
201804   ,MDV              ,12766
201801   ,HKG              ,345
201712   ,HUN              ,10297
201712   ,COL              ,14261
201712   ,ZMB              ,3031
201712   ,LVA              ,3585
201803   ,                 ,4174591
201803   ,ABW              ,288
201803   ,VUT              ,518
201802   ,MKD              ,17391
201802   ,PHL              ,30155
201710   ,THA              ,11098
201710   ,JOR              ,18708
201802   ,GIN              ,2370
201601   ,CIV              ,3210
201502   ,DNK              ,6006
201605   ,ITA              ,77553
201504   ,COL              ,19161
201512   ,MCO              ,5386
201502   ,BGD              ,8059
201605   ,BRA              ,41548
201507   ,MCO              ,4346
201502   ,BOL              ,2378
201507   ,GHA              ,11641
201510   ,ATG              ,810
201505   ,WST              ,8324
201504   ,SYR              ,56811
201512   ,SAF              ,216
201507   ,PER              ,11136
201506   ,COG              ,1587
201503   ,TWN              ,8213
201505   ,CAF              ,1772
201510   ,PLW              ,364
201505   ,MDG              ,1607
201504   ,SDN              ,12874
201512   ,SUR              ,331
201502   ,TTO              ,1161
201504   ,KIR              ,100
201804   ,URY              ,2931
201804   ,CRB              ,187
201804   ,BLZ              ,2072
201602   ,ROM              ,26
201509   ,SHN              ,30
201501   ,GHA              ,99
201702   ,ROM              ,2
201608   ,PRI              ,1
201806   ,IRL              ,28738
201807   ,UZB              ,2463
202006   ,JOR              ,1429
201809   ,EGY              ,34951
201809   ,BLZ              ,1682
201809   ,AND              ,377
201809   ,SMR              ,121
201809   ,MWI              ,3469
201809   ,GNB              ,284
201808   ,SSD              ,3935
201808   ,SAU              ,46865
201808   ,DZA              ,4719
201808   ,CZE              ,8057
201807   ,WLF              ,9
201808   ,BHR              ,4535
201907   ,HND              ,4738
201906   ,CYP              ,6144
201812   ,KIR              ,239
201810   ,BDI              ,1637
201810   ,SLV              ,6405
201810   ,IRN              ,46520
201811   ,KAZ              ,7036
201901   ,MCO              ,3117
201906   ,LBR              ,2290
201903   ,CMR              ,2987
201902   ,DEU              ,68241
201902   ,QAT              ,8092
201902   ,LKA              ,7812
201911   ,SYR              ,36901
201911   ,SAS              ,954
201911   ,BFA              ,1957
201903   ,MRT              ,1519
201903   ,COK              ,284
201903   ,STP              ,193
201912   ,MLT              ,4973
201912   ,HTI              ,2221
201909   ,BLR              ,9700
201908   ,FRA              ,93078
201908   ,UKR              ,56387
201908   ,ISR              ,77820
201908   ,SWE              ,13058
201906   ,WAF              ,545
201906   ,TMP              ,360
202002   ,SLE              ,1111
201905   ,GAB              ,605
201905   ,PRY              ,1737
201905   ,VCT              ,698
201910   ,ARE              ,11505
201910   ,SUR              ,359
201910   ,NMR              ,3694
202001   ,MNG              ,1261
202002   ,HKG              ,207
202001   ,MAC              ,149
201903   ,SCN              ,3
202003   ,CHN              ,127984
202004   ,ITA              ,50730
202004   ,LBN              ,8633
202003   ,EGY              ,25200
202003   ,HRV              ,6051
202003   ,ERI              ,652
201903   ,PER              ,10830
201903   ,VNM              ,23797
201904   ,MMR              ,4580
201904   ,SEN              ,1982
202005   ,TZA              ,3329
201905   ,COK              ,256
201905   ,TCD              ,2252
201611   ,CUB              ,49436
201611   ,SSD              ,5729
201611   ,ERI              ,1154
201611   ,TMP              ,360
201612   ,MAR              ,14713
201706   ,RUS              ,185764
201707   ,BRA              ,27613
201707   ,KHM              ,5260
201707   ,TKM              ,1960
201706   ,GHA              ,14799
201607   ,HUN              ,10568
201708   ,PER              ,13696
201708   ,GUY              ,2496
201607   ,TUN              ,10373
201608   ,ZAF              ,19363
201608   ,CHE              ,23790
201608   ,BGD              ,29132
201608   ,TTO              ,3214
201608   ,UGA              ,11654
201608   ,CIV              ,2130
201608   ,COG              ,3143
201508   ,PSE              ,42755
201508   ,SSD              ,10368
201608   ,ASA              ,362
201508   ,AGO              ,3125
201704   ,SEA              ,8888
201604   ,CAN              ,89773
201703   ,WST              ,14008
201604   ,MDA              ,6058
201702   ,MLI              ,5459
201701   ,CHN              ,129858
201702   ,KGZ              ,4097
201702   ,GRD              ,933
201702   ,COK              ,240
201701   ,TWN              ,15741
201602   ,SLB              ,353
201703   ,BMU              ,998
201603   ,MDV              ,15367
201603   ,ZWE              ,9977
201703   ,HKG              ,410
201603   ,GMB              ,3034
201701   ,GIN              ,3852
201705   ,IND              ,67541
201705   ,VNM              ,19460
201604   ,TON              ,367
201706   ,LCA              ,809
201606   ,ARG              ,25935
201708   ,MDG              ,893
201610   ,KIR              ,174
201609   ,SOM              ,13147
201510   ,GRC              ,39023
201510   ,SWZ              ,624
201510   ,OMN              ,6271
201509   ,GRD              ,955
201603   ,BHS              ,3145
201709   ,YEM              ,16275
201709   ,SOM              ,9345
201612   ,TZA              ,5922
201512   ,SLV              ,2591
201805   ,MCO              ,4721
201805   ,GIN              ,2693
201804   ,ISR              ,108457
201711   ,POL              ,29599
201711   ,CRI              ,1630
201711   ,HKG              ,187
201710   ,VNM              ,16719
201710   ,MYS              ,21182
201801   ,GHA              ,11545
201712   ,ETH              ,6570
201712   ,SDN              ,11963
201712   ,WAF              ,784
201712   ,SWE              ,15010
201712   ,MNG              ,1162
201803   ,MLI              ,6664
201803   ,VCT              ,748
201803   ,BHR              ,5082
201803   ,COG              ,2168
201802   ,DEU              ,76604
201802   ,IDN              ,28514
201802   ,BGD              ,18526
201509   ,TUN              ,7216
201802   ,CMR              ,3662
201802   ,GHA              ,11566
201710   ,NRU              ,212
201710   ,SAM              ,12
201711   ,ABW              ,146
201601   ,BHR              ,13541
201601   ,GTM              ,5622
201507   ,COL              ,21006
201507   ,BGR              ,11267
201507   ,IRL              ,29126
201508   ,MCO              ,3943
201605   ,DEU              ,96453
201512   ,BFA              ,2898
201506   ,PER              ,11304
201502   ,KEN              ,5595
201507   ,SYR              ,69098
201605   ,NER              ,3512
201508   ,COM              ,119
201503   ,SEN              ,3192
201605   ,QAT              ,12742
201506   ,MRT              ,2282
201605   ,GMB              ,3049
201605   ,GNB              ,490
201602   ,PGS              ,946
201507   ,PLW              ,470
201504   ,TTO              ,2570
201509   ,SAF              ,274
201508   ,GNQ              ,177
201705   ,SWZ              ,532
201710   ,LAM              ,34
201607   ,DOM              ,2885
201606   ,CYM              ,863
201607   ,STP              ,209
201806   ,THA              ,9449
201806   ,MUS              ,3594
201807   ,IRL              ,32785
202006   ,ECU              ,454
202006   ,COD              ,306
202006   ,ALB              ,297
201906   ,DNK              ,8158
201906   ,ARE              ,14845
201809   ,PSE              ,39536
201809   ,PAK              ,54854
201808   ,BRA              ,27608
201808   ,COG              ,2837
201808   ,RWA              ,2791
201808   ,MDA              ,4475
201812   ,MDV              ,9767
201812   ,RUS              ,177069
201812   ,ISR              ,83493
201812   ,GHA              ,10672
201812   ,MLI              ,3819
201811   ,EST              ,4304
201812   ,LAO              ,1386
201906   ,MNG              ,1384
201811   ,CHL              ,11850
201901   ,SSD              ,2019
201901   ,BFA              ,2605
201904   ,SHN              ,37
201902   ,THA              ,9609
201902   ,MLI              ,4485
201911   ,CHN              ,106122
201911   ,UZB              ,2846
201910   ,EGY              ,29603
201910   ,ZAF              ,13978
201903   ,SEN              ,1818
201903   ,ATG              ,643
201903   ,RWA              ,4526
201903   ,CRI              ,1628
201912   ,NGA              ,43899
201908   ,NPL              ,4789
201906   ,STP              ,379
201908   ,CAF              ,472
201912   ,LIE              ,54
201906   ,TON              ,457
202002   ,VNM              ,12517
202002   ,COK              ,239
201905   ,BDI              ,885
201910   ,CYP              ,5711
201910   ,LVA              ,3916
202001   ,UKR              ,76702
202001   ,LUX              ,1759
202001   ,TUN              ,5257
202001   ,CIV              ,1586
202001   ,PSE              ,28031
202001   ,MMR              ,5889
202001   ,MRT              ,1146
202001   ,EAF              ,44
201906   ,WLF              ,7
202002   ,ROM              ,2
202003   ,BEL              ,14434
202004   ,ARG              ,11715
202004   ,SRB              ,4526
202004   ,GHA              ,7396
202003   ,ARM              ,7522
202004   ,AND              ,304
201904   ,AGO              ,2582
201904   ,CZE              ,6716
202003   ,GHA              ,10984
202003   ,CRB              ,146
201903   ,IRL              ,36048
202005   ,MEX              ,26278
202005   ,LTU              ,4531
202005   ,VEN              ,20999
202005   ,DEU              ,59560
202005   ,LKA              ,5506
202005   ,SVK              ,2534
202005   ,SAS              ,637
202005   ,SEA              ,1705
202005   ,RWA              ,3210
202005   ,BHR              ,1897
202005   ,GEO              ,126
202005   ,KIR              ,155
201905   ,MDV              ,10109
201611   ,PRY              ,3070
201611   ,HND              ,4362
201610   ,SEA              ,5987
201511   ,COL              ,18559
201610   ,NLD              ,27055
201612   ,FIN              ,13376
201612   ,ECU              ,5056
