MonthYear,Actor1CountryCode,InnerEvents
202006   ,SWZ              ,5
202006   ,GNQ              ,2
201807   ,FRA              ,6048
201807   ,BLR              ,626
201807   ,HRV              ,648
201807   ,TJK              ,259
201907   ,ISR              ,7534
201907   ,ZWE              ,951
201907   ,ESP              ,2624
201906   ,PER              ,683
201811   ,AUS              ,8700
201810   ,ITA              ,5969
201811   ,ERI              ,173
201811   ,COK              ,10
201810   ,ZAF              ,873
201811   ,CAF              ,77
201902   ,MKD              ,865
201902   ,TJK              ,146
201909   ,SSD              ,225
201909   ,KEN              ,1429
201909   ,MLI              ,281
201909   ,SLV              ,171
201909   ,NER              ,129
201903   ,CUB              ,1053
201903   ,LBN              ,1568
201903   ,NRU              ,24
201812   ,TWN              ,489
201812   ,PRT              ,610
201812   ,MLT              ,352
201810   ,MWI              ,441
201809   ,BFA              ,73
201810   ,PAN              ,474
201807   ,TCD              ,101
201806   ,SAU              ,2492
201806   ,AZE              ,1137
201901   ,JAM              ,382
201905   ,HUN              ,1513
201905   ,MLI              ,273
201802   ,MEA              ,2
201806   ,SLV              ,205
201806   ,PSE              ,3181
201806   ,RWA              ,321
201904   ,KAZ              ,489
201904   ,ARE              ,983
201911   ,CYP              ,262
201910   ,MEX              ,3496
201904   ,AIA              ,54
201906   ,SUR              ,24
202001   ,AUT              ,392
201912   ,CAN              ,6543
202002   ,MAR              ,681
202002   ,NPL              ,442
201908   ,DOM              ,57
201908   ,GUY              ,205
201908   ,COK              ,9
201911   ,CPV              ,16
201808   ,AND              ,6
201808   ,BDI              ,192
201808   ,CIV              ,404
201808   ,PNG              ,139
201903   ,GNB              ,35
201809   ,ABW              ,4
201910   ,COM              ,37
201912   ,SDN              ,1361
201606   ,MDA              ,578
201911   ,VAT              ,75
201607   ,KIR              ,1
201912   ,BLZ              ,130
201912   ,NRU              ,24
202003   ,CAS              ,2
201806   ,KIR              ,1
202003   ,CRI              ,69
202003   ,PER              ,1068
201904   ,AFG              ,7137
202004   ,FRA              ,5129
202004   ,DNK              ,646
202005   ,CHE              ,814
202005   ,SLV              ,86
202005   ,GNB              ,35
202005   ,SYR              ,1827
202005   ,MOZ              ,113
201905   ,VNM              ,1008
201904   ,EUR              ,2614
202005   ,VCT              ,44
201905   ,HRV              ,743
201905   ,SVK              ,275
201704   ,SWE              ,2556
201704   ,SLE              ,148
201703   ,IND              ,6008
201905   ,THA              ,1066
201702   ,ARE              ,1438
201702   ,BGR              ,898
201702   ,OMN              ,464
201702   ,ZMB              ,414
201702   ,YEM              ,2307
201602   ,FIN              ,713
201611   ,TUR              ,12689
201611   ,EGY              ,7579
201611   ,TCD              ,138
201611   ,KAZ              ,594
201611   ,COK              ,38
201611   ,SLE              ,121
201611   ,WSM              ,45
201610   ,KEN              ,2373
201708   ,MAR              ,962
201708   ,MRT              ,112
201707   ,ITA              ,5117
201604   ,QAT              ,877
201604   ,ZAF              ,1524
201706   ,ARG              ,1377
201610   ,MWI              ,379
201510   ,POL              ,1875
201510   ,AUS              ,8381
201703   ,LSO              ,45
201703   ,PLW              ,14
201706   ,DNK              ,1091
201608   ,EUR              ,1825
201608   ,GMB              ,169
201608   ,MWI              ,465
201608   ,MLT              ,201
201508   ,SYR              ,8681
201701   ,GHA              ,1782
201707   ,MEX              ,3541
201709   ,RUS              ,19671
201609   ,NLD              ,1925
201609   ,URY              ,211
201509   ,JPN              ,5170
201705   ,AGO              ,377
201705   ,EUR              ,3246
201611   ,PLW              ,10
201612   ,GTM              ,284
201612   ,TMP              ,15
201612   ,LSO              ,69
201512   ,SYR              ,15812
201612   ,BMU              ,49
201705   ,ARG              ,1669
201805   ,UZB              ,453
201805   ,TGO              ,87
201805   ,SWZ              ,27
201805   ,CPV              ,17
201711   ,ARG              ,3143
201711   ,IRQ              ,4329
201711   ,HTI              ,402
201710   ,AUS              ,7983
201803   ,BRN              ,30
201803   ,MAR              ,705
201802   ,LKA              ,1349
201801   ,CHN              ,10260
201710   ,NGA              ,9338
201801   ,DOM              ,148
201801   ,PNG              ,126
201801   ,NOR              ,1216
201712   ,NLD              ,1416
201601   ,NIC              ,186
201601   ,LTU              ,396
201506   ,CUB              ,1388
201503   ,CYP              ,458
201601   ,PSE              ,4224
201503   ,JAM              ,589
201507   ,VNM              ,1233
201512   ,ETH              ,771
201512   ,LKA              ,1510
201508   ,SLV              ,130
201506   ,HND              ,390
201605   ,WST              ,215
201504   ,CIV              ,205
201709   ,HKG              ,3
201505   ,TTO              ,383
201505   ,STP              ,25
201803   ,NRU              ,5
201803   ,PGS              ,2
201803   ,COK              ,21
201508   ,WAF              ,21
201801   ,LSO              ,61
201501   ,SEA              ,12
201802   ,SGP              ,580
201804   ,BGR              ,1195
201804   ,LAO              ,73
201710   ,MDV              ,179
202006   ,ETH              ,68
201807   ,COK              ,22
201705   ,AIA              ,10
201907   ,URY              ,85
201907   ,NOR              ,733
201907   ,DOM              ,130
201907   ,PRY              ,178
201811   ,BGR              ,1067
201902   ,MEX              ,3831
201902   ,FIN              ,546
201902   ,LBY              ,653
201901   ,SDN              ,2134
201909   ,TKM              ,178
201909   ,MYS              ,1765
201809   ,BWA              ,150
201909   ,FJI              ,195
201909   ,WAF              ,25
201909   ,UGA              ,567
201812   ,THA              ,776
201812   ,IRN              ,3596
201812   ,FJI              ,284
201810   ,BRA              ,4200
201810   ,ISL              ,56
201810   ,GNQ              ,44
201906   ,BRN              ,38
201901   ,LKA              ,970
201901   ,HRV              ,686
201703   ,WLF              ,1
201806   ,BOL              ,389
201910   ,GHA              ,1481
201910   ,SWE              ,1163
201910   ,HRV              ,741
201910   ,JOR              ,847
201910   ,POL              ,1454
201906   ,BEL              ,826
201906   ,DZA              ,508
201906   ,MDG              ,48
201906   ,UGA              ,714
201906   ,SLE              ,127
202001   ,BGR              ,755
202001   ,IRL              ,2248
202001   ,MWI              ,243
202001   ,SVK              ,209
202001   ,VAT              ,55
202002   ,TWN              ,546
201908   ,WSM              ,47
201808   ,KHM              ,994
201801   ,AND              ,2
201911   ,GRD              ,40
201908   ,TMP              ,43
201808   ,ALB              ,688
201910   ,KIR              ,14
201909   ,ABW              ,4
201806   ,PLW              ,38
201606   ,GNB              ,23
201606   ,MEA              ,4
202006   ,DJI              ,3
202003   ,MEX              ,2816
202003   ,BLR              ,748
202003   ,LBN              ,1090
202003   ,SVK              ,250
202003   ,CMR              ,187
202003   ,CIV              ,204
202003   ,PNG              ,102
202004   ,NLD              ,1000
202004   ,LUX              ,108
202004   ,MDV              ,128
201904   ,KHM              ,383
202005   ,MUS              ,92
202005   ,MRT              ,66
202005   ,TJK              ,109
202005   ,DMA              ,7
201905   ,EUR              ,3576
201704   ,KEN              ,2043
201703   ,POL              ,3985
201704   ,KGZ              ,390
201604   ,IND              ,4712
201702   ,BHS              ,147
201611   ,SVK              ,428
201610   ,ETH              ,1007
201611   ,FSM              ,7
201708   ,SLV              ,152
201708   ,CYP              ,250
201608   ,FIN              ,624
201705   ,ALB              ,1412
201610   ,FJI              ,518
201610   ,VNM              ,1272
201706   ,SDN              ,1136
201610   ,GMB              ,199
201510   ,RUS              ,25689
201603   ,PHL              ,3651
201706   ,ZMB              ,720
201706   ,BLZ              ,190
201606   ,AZE              ,1385
201606   ,BMU              ,71
201608   ,NIC              ,332
201608   ,FSM              ,9
201608   ,STP              ,31
201701   ,PAN              ,379
201701   ,GMB              ,3026
201701   ,PER              ,888
201701   ,HTI              ,470
201602   ,NZL              ,1883
201702   ,COM              ,4
201709   ,COL              ,3246
201609   ,VCT              ,124
201609   ,LBY              ,2030
201609   ,PAN              ,411
201609   ,TUN              ,472
201509   ,IRL              ,2766
201509   ,JOR              ,948
201609   ,MCO              ,64
201509   ,LBN              ,2007
201707   ,SDN              ,1340
201509   ,ZWE              ,1250
201707   ,MDV              ,196
201607   ,NZL              ,1653
201705   ,HUN              ,840
201612   ,OMN              ,422
201512   ,KHM              ,765
201512   ,NGA              ,9287
201510   ,MLI              ,383
201601   ,IND              ,3842
201707   ,VUT              ,19
201512   ,HUN              ,692
201805   ,FRA              ,9062
201805   ,IRQ              ,2683
201804   ,PRK              ,2454
201709   ,TTO              ,292
201709   ,MDA              ,722
201805   ,BTN              ,41
201711   ,BGD              ,2445
201711   ,CMR              ,343
201711   ,MAR              ,1008
201711   ,TWN              ,612
201803   ,KOR              ,4324
201803   ,CMR              ,267
201803   ,DMA              ,23
201803   ,RWA              ,417
201509   ,SLV              ,152
201801   ,TTO              ,303
201712   ,DEU              ,6907
201712   ,IND              ,4653
201712   ,WSM              ,69
201709   ,PLW              ,16
201510   ,GUY              ,304
201506   ,USA              ,140656
201504   ,GBR              ,13147
201509   ,AZE              ,1198
201506   ,IDN              ,2741
201507   ,IRN              ,8676
201603   ,BOL              ,526
201502   ,BRA              ,888
201506   ,BRA              ,2552
201505   ,FRA              ,7549
201508   ,HTI              ,556
201505   ,MNG              ,303
201504   ,ALB              ,503
201509   ,BHR              ,431
201601   ,GUY              ,315
201507   ,KAZ              ,513
201601   ,MOZ              ,332
201508   ,MOZ              ,355
201510   ,MHL              ,6
201501   ,PHL              ,51
201509   ,CAF              ,115
201501   ,PSE              ,39
201605   ,DZA              ,807
201603   ,NAM              ,330
201602   ,SYC              ,54
201508   ,VCT              ,47
201601   ,HND              ,246
201602   ,PLW              ,17
201512   ,LCA              ,26
201508   ,BTN              ,69
201512   ,WAF              ,17
201502   ,HTI              ,165
201501   ,SYR              ,59
201510   ,SLE              ,102
